title,source,author,Subject,Date ,label
 Global Survey HUMILIATES Trump After He Claims World Leaders Loved Everything He Said At United Nations,Highlight com,Karen Workman and Sandra Stevenson,News,December 29  2364,FALSE
 Trumps UN Speech May Have Been Terrible But The Faces Of Other Representatives Were Priceless,Whatsapp,Charlie Spiering,News,December 29  2365,FALSE
 Racist Charleston Church Shooter Seems To Think He Is Entitled To A Literal White Supremacist As His Public Defender,Facebook,OXI Luisport,News,December 29  2366,FALSE
 Trump Just Became First President In Modern History To Use Campaign Funds For Criminal Defense,Rummer com,Breitbart London,News,December 29  2367,FALSE
 We Cant Afford To Feed The Poor But Were Spending 700 Billion Per Year To Kill People,Highlight com,IWB,News,December 29  2368,FALSE
 Trump Doesnt Want You To Know About This Study That PROVES Refugees Contribute To Our Economy,Whatsapp,Brian X Chen,News,December 29  2369,FALSE
 Republican Senate Candidate Thinks If You Dont Believe In God You Deserve To Be Shot,Facebook,Eric Asimov,News,December 29  2370,FALSE
 Roy Moore Wants To Be Alabamas Senator But He Cant Stop Being A Giant Racist,Rummer com,nan,News,December 29  2371,FALSE
 California Assembly Passes MAJOR Legislation To Keep Trump Off The Ballot In 2020,Highlight com,Trump and the Power of Money  The Vineyard of the Saker,News,December 29  2372,FALSE
 CNNs Don Lemon Trump Shouldnt Get Apology From ESPN Until He Apologizes For Racism Against Obama VIDEO,source,Rick Rojas Liz Robbins Noah Remnick and William K Rashbaum,News,December 29  2373,FALSE
 Michael Flynn Begs For Donations On Twitter Gets Wrecked By The Internet,Whatsapp,Brian Thomas,News,December 29  2374,FALSE
 WATCH Trump Brags About Himself And Trump Tower During Remarks At United Nations Headquarters,Facebook,Alex Ansary,News,December 29  2375,FALSE
 Your Local News Station Might Be Turning Into A ProTrump Propaganda Network Right Before Your Eyes,Rummer com,Waking Times,News,December 29  2376,FALSE
 Republicans Humiliated As John McCain Slams Their Latest Attempt To Repeal Obamacare VIDEO,Highlight com,Katherine Rodriguez,News,December 29  2377,FALSE
 Its Time To Stop Excusing Trump Supporters And Start Shaming Them For The Awful People They Are,Whatsapp,Benjamin Mueller Ashley Southall and Al Baker,News,December 29  2378,FALSE
 Trump Posts Disgusting Video Of Himself Viciously Assaulting Hillary Clinton,Facebook,Ryan Banister,News,December 29  2379,FALSE
 Pastor Decides Straight Couple Cant Even SUPPORT Marriage Equality Cancels Their Wedding,Rummer com,Lela Moore and Sona Patel,News,December 29  2380,FALSE
 GOP Implodes As California Passes Bill To Make Congress Censure Trumps Racism DETAILS,Highlight com,Eric Striker,News,December 29  2381,FALSE
 Trump Supporters At Mother Of All Rallies MASSIVELY Outnumbered By Marching Juggalos,Whatsapp,Yessenia Funes,News,December 29  2382,FALSE
 Bill Maher Turns GOPs States Rights Nonsense On Its Head In EPIC Defense Of Liberal States Defiance Of Trump VIDEO,Facebook,b,News,December 29  2383,FALSE
 Ohio Fireman In Deep Sht For HORRIBLE Remarks About Saving Ns,Rummer com,Reed Abelson,News,December 29  2384,FALSE
 Oh How The Handsome Have Fallen Gainesville Hot Cop Turns Out To Be Hiding Some Nazi Tendencies,Highlight com,nan,News,December 29  2385,FALSE
 CNN Host Abruptly Ends Segment After Fox Sports Guest Makes DISGUSTING Trumplike Comment VIDEO,Whatsapp,nan,News,December 29  2386,FALSE
 Ohio Fireman Suspended Indefinitely Over Extremely Racist Facebook Post VIDEO,Facebook,Ana Marie Cox,News,December 29  2387,FALSE
 Heres What Companies Admit They Will REALLY Do With Money They Save From Trumps Tax Break,Rummer com,Ann Patchett,News,December 29  2388,FALSE
 WATCH Viral Video Of Tomi Lahren Being Called A Racist Piece Of Sht To Her Face,Highlight com,Jim Dwyer,News,December 29  2389,FALSE
 White Security Guard Shoots Himself Blames Nonexistent Black Guy With A Small Afro,Whatsapp,nan,News,December 29  2390,FALSE
 Trump Claims He Has Done More Against ISIS Than Obama The Scorecard Says He Is Lying,Facebook,Jerome Hudson,News,December 29  2391,FALSE
 Trump Fans Are Crying In Their Milk After Their Hero Breaks Yet Another Promise To Them TWEETS,Rummer com,Charlie Spiering,News,December 29  2392,FALSE
 Another Russian Turns Up Dead  He Actually Saved The World VIDEO,Highlight com,Ian Greenhalgh,News,December 29  2393,FALSE
 Marco Rubio Just Had The Most Hilarious Reaction To Trump Touching Him VIDEO,source,John Hayward,News,December 29  2394,FALSE
 Trump Vows To Save America From Curse Of Functional Health Care System,Whatsapp,Nadia Prupis,News,December 29  2395,FALSE
 Trump Just Bragged About The Size Of His Hands At Hurricane Irma Relief Event VIDEO,Facebook,nan,News,December 29  2396,FALSE
 Racist GOP Rep Steve King Goes BALLISTIC Over Trumps DACA Deal,Rummer com,Charles McDermid,News,December 29  2397,FALSE
 Kid Rock Just Had His First Political Rally And It Was Worse Than Youd Imagine VIDEO,Highlight com,Sarah Maslin Nir and Nikita Stewart,News,December 29  2398,FALSE
 ESPN Reporter Says Trumps Supporters Are White Supremacists They Use Her Facebook Page To Prove Shes Right IMAGES,Whatsapp,Laura M Holson,News,December 29  2399,FALSE
 BREAKING Martin Pharma Bro Shkreli Has Bail Revoked Hauled To The Slammer,Facebook,Bill White,News,December 29  2400,FALSE
 McDonalds Manager To Hispanic Customer Can You Spell Deportation VIDEO,Rummer com,Michael Snyder,News,December 29  2401,FALSE
 The Trump Administration Is Helping Scam Universities Steal Money From Their Students,Highlight com,Rick Gladstone,News,December 29  2402,FALSE
 BREAKING Someone Else Connected To Trump Is Under Investigation For Colluding With Russia DETAILS,Whatsapp,nan,News,December 29  2403,FALSE
 Cowardly ESPN Wont Stand Up For Black Reporter Who Spoke The Truth About Trump TWEETS,Facebook,dylan20,News,December 29  2404,FALSE
 Texas Trump Fan Threatened To Whip Black Man Like The Slave You Are Before Executing Him,Rummer com,Pamela Geller,News,December 29  2405,FALSE
 White Supremacist Marine Kicked Out Of The Corps After Being Busted Doing Nazi Stuff,Highlight com,Kadir A Mohmand,News,December 29  2406,FALSE
 Trump Shamefully Uses Hurricane Devastation To Promote Tax Cuts For The Wealthy,Whatsapp,Charlie Nash,News,December 29  2407,FALSE
 Chainsaw MASSacre This Nun Is Doing More For Irma Victims Than LeatherFace Trump,Facebook,Gina Kolata,News,December 29  2408,FALSE
 WATCH Russian Politician Gloats On LIVE TV That Putin Stole Our Election,Rummer com,Gordon Duff Senior Editor,News,December 29  2409,FALSE
 OOPS Trump Forgets That Hes A Twitter Obsessed Narcissist Who Talks About Himself,Highlight com,Pakalert,News,December 29  2410,FALSE
 Reporter Destroys Trumps Homeland Security Advisor On Climate Change This Is Brilliant VIDEO,Whatsapp,John J Xenakis,News,December 29  2411,FALSE
 A Florida Pizza Hut To IrmaFleeing Employees You Will Be Disciplined If You Leave,Facebook,nan,News,December 29  2412,FALSE
 Never Forget Donald Trump Bragged About Having The Tallest Building In Manhattan After 911,Rummer com,Ken Klukowski,News,December 29  2413,FALSE
 Fox News Just Compared Slave Owners To 911 Victims Seriously VIDEO,Highlight com,beforeitsnewscom,News,December 29  2414,FALSE
 Trump Praises Coast Guards Hurricane Relief For All The Wrong Reasons What He Said Is Awful VIDEO,source,Prof Tony Hall,News,December 29  2415,FALSE
 Florida GOP Official Tried To Murder A Teen With A Claw Hammer Refuses To Resign,Whatsapp,Warner Todd Huston,News,December 29  2416,FALSE
 Shoot At Hurricane Irma Facebook Event Taken Too Seriously So Police Had To Issue A Warning,Facebook,Emily Feng,News,December 29  2417,FALSE
 WATCH Black Driver Bravely Shames Cop Who Drew His Gun Over A Turn Signal Infraction,Rummer com,Charlie Nash,News,December 29  2418,FALSE
 Trump Junior TOTALLY Staged This Awkward Photo For The NYT And Twitter Loves It,Highlight com,Peter Baker,News,December 29  2419,FALSE
 New Hampshire Cops Intent On Protecting Sadistic Racist White Teens Who Tried To Lynch A Biracial Boy,Whatsapp,Nate Church,News,December 29  2420,FALSE
 Two Florida Lawmakers Just Voted Against Hurricane Relief As Irma Strikes Their State,Facebook,Thomas Erdbrink,News,December 29  2421,FALSE
 New Study Proves That Trump Supporters Are Racist Infuriated By Black People IMAGE,Rummer com,Bob Price,News,December 29  2422,FALSE
 Red Cross Raises Tens Of Millions And You Wont Believe What Theyre Feeding Hurricane Victims,Highlight com,nan,News,December 29  2423,FALSE
 Pharma Bro Faces Prison Time For Offering To Pay People To Assault Hillary Clinton,Whatsapp,David Montgomery and Christine Hauser,News,December 29  2424,FALSE
 Another Pervert Out At Fox News Over Allegations Of Sexual Harassment,Facebook,Breitbart Jerusalem,News,December 29  2425,FALSE
 Trump Official Gets Asked A Simple Question About Global Warming Her Response Is Unbelievable VIDEO,Rummer com,Gazetaru Rustem Falyakhov,News,December 29  2426,FALSE
 Equifax Is Tricking Consumers Into Waiving Their Right To Sue Over Data Breach,Highlight com,Niraj Chokshi,News,December 29  2427,FALSE
 With Irma About To Strike Florida Trump Begs For Donations To His ReElection Campaign,Whatsapp,Jerome Hudson,News,December 29  2428,FALSE
 Five All American Football Players Booted From Team With Black QB After KKK Display,Facebook,Ian Greenhalgh,News,December 29  2429,FALSE
 Trump HUMILIATES Republicans In Latest Hissy Fit After Siding With Democrats On Debt Ceiling,Rummer com,Nate Church,News,December 29  2430,FALSE
 GOP Moderate Under Attack From The Far Right Will Not Seek Reelection,Highlight com,Pam Key,News,December 29  2431,FALSE
 Don Trump Jr Testified To The Senate Today And They Dont Seem To Believe A Word He Said,Whatsapp,Gia Kourlas,News,December 29  2432,FALSE
 Vegas Cops Take Cheap Shot At Michael Bennett Say Hiding During Shooting Is Probable Cause,Facebook,AWR Hawkins,News,December 29  2433,FALSE
 BREAKING Under Trumps Leadership FEMA Could Run Out Of Money By Tomorrow,Rummer com,Nicholas Casey and Ana Vanessa Herrero,News,December 29  2434,FALSE
 Trump Just Accidentally Admitted Climate Change Is Real VIDEO,Highlight com,Dionne Searcey,News,December 29  2435,FALSE
 Trump Tells DACA Recipients Not To Worry And Gets Thrashed By The Internet,source,Dan Barry,News,December 29  2436,FALSE
 CNN And MSNBC Destroy Trump Black Out His FactFree Tax Reform Speech TWEET,Whatsapp,Henry Wolff,News,December 29  2437,FALSE
 Trump Tells The Dakotas I Will Make The Drought Go Away,Facebook,Lucas Nolan,News,December 29  2438,FALSE
 Facebook Just Confirmed Russia Spent At Least 100k On Ads To Influence Election,Rummer com,Nelson D Schwartz,News,December 29  2439,FALSE
 Trump Humiliated As DACA Decision Practically Kills His Presidency DETAILS,Highlight com,David E Sanger and Matt Flegenheimer,News,December 29  2440,FALSE
 Seahawks Star Has Even MORE To Protest Before Games After Police Brutality In Vegas,Whatsapp,nan,News,December 29  2441,FALSE
 Airlines Immune From Price Gouging Laws In Florida Royally Screwing Evacuees,Facebook,Liam Stack,News,December 29  2442,FALSE
 Florida Sheriff Exploits Desperate Hurricane Victims Will Arrest Anyone With A Warrant Seeking Shelter,Rummer com,nan,News,December 29  2443,FALSE
 Senate Says ENOUGH Of Trumps Racism Will Force Him To Go On Legal Record Condemning White Supremacists,Highlight com,Jafe Arnoldski noreplybloggercom,News,December 29  2444,FALSE
 Trump Brags About Hurricane Size As Florida Braces For Disaster,Whatsapp,Ashley Parker and Maggie Haberman,News,December 29  2445,FALSE
 AG Sessions Persuaded Trump To End DACA Then RaceBaited His Way Through The Speech That Killed It,Facebook,Wayne Madsen,News,December 29  2446,FALSE
 Putin Breaks Up With Trump In HUMILIATING Public Split He Is Not My Bride,Rummer com,Nicholas Casey,News,December 29  2447,FALSE
 Pastor Who Prayed At Trumps Inauguration Takes DACA Decision To The Woodshed,Highlight com,Kirk Semple,News,December 29  2448,FALSE
 Obama Pens STUNNING Response To Trumps ColdBlooded Move On DACA  Trump Fans Should Be Ashamed,Whatsapp,Steven Erlanger and Stephen Castle,News,December 29  2449,FALSE
 Trump Staffers Admit Their Boss Has No Idea What DACA Is,Facebook,RBTH Nikolai Shevchenko,News,December 29  2450,FALSE
 South Dakota Republican Rigs Upcoming Election For Herself By Personally Purging Democratic Voters,Rummer com,Adam Nossiter,News,December 29  2451,FALSE
 Trumps Own Diversity Council Member FactChecks Him On DACA Hes A Liar VIDEO,Highlight com,Daily Bell Staff,News,December 29  2452,FALSE
 Mother Of DACA Recipient Who Died Rescuing Flood Victims Refused Entry Into US To Bury Her Son,Whatsapp,Andrew Keh,News,December 29  2453,FALSE
 WATCH CNN Majorly Fcks Up Has White Supremacist Weigh In On DACA Panel,Facebook,Anne Barnard,News,December 29  2454,FALSE
 Hardcore Conservative Republican Senator BLASTS Trumps Decision To Kill DACA,Rummer com,Barry Meier,News,December 29  2455,FALSE
 Despicable Trump Announces An End To DACA Will Kick 800000 Kids Out,Highlight com,informationclearinghouseinfo,News,December 29  2456,FALSE
 Republican Panics On Live TV Cant Say Trump Is Capable Of Handling North Korea VIDEO,source,BBC,News,December 29  2457,FALSE
 Defense Secretary Mattis Speaks Over Incompetent Trumps Threats To North Korea VIDEO,Whatsapp,Pam Key,News,December 29  2458,FALSE
 Trump Administration Is Already Talking About Withholding Harvey Aid,Facebook,Geoffrey Grider,News,December 29  2459,FALSE
 Trump Cherished Letter Obama Left Him When He Took Over Then Did The Opposite Of What It Said,Rummer com,Laurie Goodstein,News,December 29  2460,FALSE
 WATCH Kellyanne Conways Latest Gushing About Trump Will Make America Vomit,Highlight com,Tyler Durden,News,December 29  2461,FALSE
 Trump STUPIDLY Attacks A Major US Ally Before Threatening North Korea With War,Whatsapp,Pam Key,News,December 29  2462,FALSE
 Trump Stops Praising Coast Guards Harvey Efforts To Viciously Attack The Media VIDEO,Facebook,Michael D Shear,News,December 29  2463,FALSE
 Trump Trolls Turn On GOP Moderates Youre Gonna Get Primaried,Rummer com,Consortiumnewscom,News,December 29  2464,FALSE
 Its Become Obvious Trump Is Filming PR Video With Hurricane Shelter Visit VIDEO,Highlight com,Penny Starr,News,December 29  2465,FALSE
 Trump Brags About Hand Size While At Hurricane Shelter And Its Beyond Weird VIDEO,Whatsapp,Amy Moreno,News,December 29  2466,FALSE
 Responsible Gun Owner Pulls Weapon On Woman In Argument Over School Supplies,Facebook,Breitbart TV,News,December 29  2467,FALSE
 Russian TV Host Just Admitted Russia Elected Trump,Rummer com,Michelle Moons,News,December 29  2468,FALSE
 Matt Damon Just Revealed A HUGE Secret About How Narcissistic Trump Really Is,Highlight com,Anonymous Coward UID 67372355,News,December 29  2469,FALSE
 Very Suspicious Smoke Is Billowing Out Of Closing Russian Consulate,Whatsapp,Lance Schuttler,News,December 29  2470,FALSE
 ExDOJ Lawyer Just Dropped The Most Depressing Truth Bomb About The Trump Administration,Facebook,April Hamlin,News,December 29  2471,FALSE
 Trumps Involvement In Houston Chemical Plant Explosion Will Set Your Hair On Fire,Rummer com,Contributing Author,News,December 29  2472,FALSE
 Texas Republican Rejects Canadian Offer Of Real Help For Hurricane Victims Asks For Prayers Instead,Highlight com,Dan Riehl,News,December 29  2473,FALSE
 Psycho Cop Drags Handcuffed Nurse From Hospital For Not Letting Him Violate Patients Rights,Whatsapp,Breitbart Jerusalem,News,December 29  2474,FALSE
 Fed Up With Congress Trump Just Put A Big Nail In Obamacares Coffin,Facebook,Kit Gillet,News,December 29  2475,FALSE
 Another Trump Official Decides Its A REALLY Good Time To Resign,Rummer com,Ryan Saavedra,News,December 29  2476,FALSE
 Trumps Second Favorite Sheriff Just Very Suddenly Resigned,Highlight com,noreplybloggercom Alexander Light,News,December 29  2477,FALSE
 Kellyanne Conway Immediately Regrets Defending Trump Humiliates Herself On Live Television VIDEO,source,Michael Patrick Leahy,News,December 29  2478,FALSE
 The Guy Donald Trump Called My AfricanAmerican Thinks Trump Is Horrible For Black People,Whatsapp,Joel B Pollak,News,December 29  2479,FALSE
 WH Admits Trump Lied Never Witnessed Horror And Devastation Caused By Harvey First Hand,Facebook,Breitbart London,News,December 29  2480,FALSE
 Dan Rather Muellers Russia Investigation Has Trump Seized With Fear,Rummer com,Neil Munro,News,December 29  2481,FALSE
 Enough About Texas Lets Talk Taxes Trumps Priorities Shift To Breaks For The Rich,Highlight com,Charlie Savage and Nicole Perlroth,News,December 29  2482,FALSE
 Trump Really Likes The Idea Of A Violent Uprising When Hes Impeached,Whatsapp,Daniel Nussbaum,News,December 29  2483,FALSE
 Trump Confidante Confirms The Donald Doesnt Want To Be President Anymore,Facebook,James Poniewozik,News,December 29  2484,FALSE
 Trump Just Threw A Colossal Hissy Fit On Twitter Now He Looks More Incompetent Than Ever TWEETS,Rummer com,Michael Patrick Leahy,News,December 29  2485,FALSE
 Hypocrite Ivanka Gets SKEWERED For Approving Dads Move To Kill Obama Pay Equality Rules,Highlight com,Mike McPhate,News,December 29  2486,FALSE
 Georgia Republican Threatens To Disappear Democrat Over Monuments To Slavery,Whatsapp,Sopan Deb,News,December 29  2487,FALSE
 A Judge Just Gave Sarah Palin Some Very Very Bad News,Facebook,Bob Price,News,December 29  2488,FALSE
 That Time Mike Pence Begged Congress Not To Fund Hurricane Katrina Relief VIDEO,Rummer com,Otherwords,News,December 29  2489,FALSE
 Sicko In Texas Wants To Make A Buck Off Harvey Disaster And It Might Land Her In Hot Water,Highlight com,Julie Bosman,News,December 29  2490,FALSE
 Ted Cruz Awkwardly Explains Why Texas Should Have Federal Relief Money But Not Victims Of Hurricane Sandy,Whatsapp,Thomas Fuller,News,December 29  2491,FALSE
 ICE May Soon Be Able To Destroy Records Of Immigrant Detainee Sexual Abuse And Death,Facebook,Ben Shpigel,News,December 29  2492,FALSE
 The Exact Same Texas Lawmakers That Voted Against Hurricane Relief Are Now Begging For Help,Rummer com,Ariana,News,December 29  2493,FALSE
 Even Back In 1993 Donald Trump Was Getting Shut Down With His Nazi Bullsht,Highlight com,Samuel G Freedman,News,December 29  2494,FALSE
 The Nickname White House Aides Have For Ivanka Is Going To Seriously Piss Off America,Whatsapp,The European Union Times,News,December 29  2495,FALSE
 GOP Runs Out Of Good Things To Say About Trump Hes An Asshole But Hes Our Asshole,Facebook,The Saker,News,December 29  2496,FALSE
 Theres A Bill In The House That Would Completely Shut Down The Russia Investigation,Rummer com,Cara Buckley and Serge F Kovaleski,News,December 29  2497,FALSE
 Trump Goes On Psychotic Mexico Rant During News Conference Mexico Responds PERFECTLY VIDEO,Highlight com,Eddy Lavine,News,December 29  2498,FALSE
 Even As Trump Rips Their Country On Twitter Mexico Offers Help With Hurricane Harvey,source,Ben Marquis,News,December 29  2499,FALSE
 The UNBELIEVABLE Reason Trump Pardoned Arpaio As Hurricane Harvey Was Bearing Down,Whatsapp,Michael Patrick Leahy,News,December 29  2500,FALSE
 Advisers Are Now Warning Donald Trump About Impeachment,Facebook,Michael Krieger,News,December 29  2501,FALSE
 Trump Tried To Distance Himself From His Senior Advisor Who Promised Russia Would Help Get Him Elected,Rummer com,The Associated Press,News,December 29  2502,FALSE
 Donald Trump Was Looking To Build A Trump Tower In Moscow While He Was Running For President,Highlight com,Eli Rosenberg,News,December 29  2503,FALSE
 Eric Holder Just Hilariously Called Trump Out On Arpaio Obama Never Asked Me To Drop A Case,Whatsapp,Ken Belson,News,December 29  2504,FALSE
 Phoenix Newspaper Breaks The Internet In Brutal Tweetstorm On Former Sheriff Joe Arpaio,Facebook,Dikran Arakelian noreplybloggercom,News,December 29  2505,FALSE
 WaPo Trump Tried To Get Sessions To Let Racist Sheriff Joe Arpaio Off The Hook Months Ago,Rummer com,Jason Easley,News,December 29  2506,FALSE
 Trump Calls Out AntiFascists By Name But FBI And DHS Say The AltRight Acts Like ISIS  And Goes Unmentioned,Highlight com,Breitbart Tech,News,December 29  2507,FALSE
 Disgusting Trump Is Using Hurricane As An Opportunity To Deport People,Whatsapp,Campbell Robertson,News,December 29  2508,FALSE
 One More Nazi Resigned From Trumps White House Will Newly Pardoned Arpaio Replace Him,Facebook,The New York Times,News,December 29  2509,FALSE
 BREAKING Trump Goes Full Racist AGAIN Pardons Sheriff Joe Arpaio,Rummer com,Thomas D Williams PhD,News,December 29  2510,FALSE
 On The Day A Hurricane Is About To Hit Land Trump Signs Order Making Floods Worse,Highlight com,Florence Fabricant,News,December 29  2511,FALSE
 RNC Staffer Assigned To Finding Positive Stories About Trump Says Take This Job And Shove It,Whatsapp,nan,News,December 29  2512,FALSE
 Trump Wants It Both Ways But You Cant Pass The Most Bills If They Wont Let You Pass Bills,Facebook,Pam Key,News,December 29  2513,FALSE
 REPORT Mueller Hot On Trumps Trail Has Built His Own Miniature Justice Department,Rummer com,Richard P√rezPe√±a Frances Robles and Eric Lichtblau,News,December 29  2514,FALSE
 House Dem Wants GOP On Record Stop Govt Spending At Trump Properties,Highlight com,Holland Cotter,News,December 29  2515,FALSE
 Trump Supporter Laura Ingraham FAILS With Fake Photo Of Trumps Shtty Rally Crowd,Whatsapp,BlackProject,News,December 29  2516,FALSE
 Trumps Latest Retweet Is Actually The Best Possible Metaphor For His Presidency IMAGE,Facebook,admin,News,December 29  2517,FALSE
 WATCH Kellyanne Conway Very Upset Hillary Clinton Is Not Doing Trumps Job,Rummer com,Posted At Am On October,News,December 29  2518,FALSE
 Fox And Friends Completely Panics And Cuts Segment Short Because A Democrat Showed Up VIDEO,Highlight com,Margaret Kimberley,News,December 29  2519,FALSE
 Paul Ryan Sharpens His Backstabbing Knife Prepares War With White House VIDEO,source,Maggie Haberman,News,December 29  2520,FALSE
 Rabbis Cancel Annual Call With President Over Trumps Open Support Of White Supremacists,Whatsapp,Mark Landler,News,December 29  2521,FALSE
 We May Soon Know The Sources Of Christopher Steeles Trump Dossier,Facebook,beforeitsnewscom,News,December 29  2522,FALSE
 In The War Against ISIS Trump Is Already Responsible For More Civilian Deaths Than Obama,Rummer com,Henry Wolff,News,December 29  2523,FALSE
 Want To Ride On Air Force One As A Senator Then Be Prepared To Vote For Trumps Health Care Bill,Highlight com,nan,News,December 29  2524,FALSE
 All Hell Breaks Loose At First Charlottesville City Council Meeting Since Nazi Rally,Whatsapp,Trent Baker,News,December 29  2525,FALSE
 Trump Supporter In Phoenix Just Threatened John McCains Life,Facebook,Donald G McNeil Jr,News,December 29  2526,FALSE
 NYT Bombshell Trump And McConnell Not Speaking McConnell Questioning Trumps GOP Future,Rummer com,Neil Munro,News,December 29  2527,FALSE
 WATCH Tucker Carlson Just Heaped Praise On Trump For Looking Directly At The Eclipse,Highlight com,Liam Deacon,News,December 29  2528,FALSE
 Trump Told More Than A Thousand Documented Lies In Only Seven Months DETAILS,Whatsapp,Julius Hubris,News,December 29  2529,FALSE
 WATCH Catholic Nun Gives Paul Ryan A Biblical Beatdown,Facebook,admin,News,December 29  2530,FALSE
 Stormfront Founders Son Sounds Alarm About Trump And Nazis He Salvaged Their Message,Rummer com,Andrew Bradford,News,December 29  2531,FALSE
 Steve Mnuchins Spoiled Wife Just Went Apesht Over Criticism From A Random Instagram User IMAGE,Highlight com,Mujib Mashal and Taimoor Shah,News,December 29  2532,FALSE
 Did Ron Paul Just Confuse AlQaeda With ISIS Or Does He Simply Not Know The Difference TWEETS,Whatsapp,Jennifer Steinhauer,News,December 29  2533,FALSE
 Congressional Black Caucus Signals That They Absolutely Intend To Impeach Trump,Facebook,nan,News,December 29  2534,FALSE
 BodySlamming Republican Thought He Was Too Important To Be Booked Printed Judge Says No Way,Rummer com,Jack Healy,News,December 29  2535,FALSE
 Ron Paul Blames Obama For A Stock Market Crash That Hasnt Happened Yet,Highlight com,Stephen Castle,News,December 29  2536,FALSE
 GOP Lawmaker Blames Obama For Staging Racist Mayhem In Charlottesville,Whatsapp,Katie Rogers,News,December 29  2537,FALSE
 Twitter Has Absolute Field Day Laughing At Trump For Blinding Himself During Eclipse,Facebook,Breitbart News,News,December 29  2538,FALSE
 Donald Trump Never Met A Disaster He Couldnt Make Much Worse,Rummer com,Aaron Klein,News,December 29  2539,FALSE
 Thousands Of Advertisers Are Fleeing From Fake News Site Breitbart,Highlight com,Mekado Murphy,News,December 29  2540,FALSE
 Trumps Response To USS John S McCain Collision Was Just Heartless,source,Tom√°s Fuentes,News,December 29  2541,FALSE
 Secret Service Officially Cant Afford To Pay Agents Thanks To Trumps Constant Golf Trips,Whatsapp,nan,News,December 29  2542,FALSE
 Bannon Takes His Weapons At Breitbart Smears Quran Kissing McMaster In Scathing Hit Piece,Facebook,Sandra Aamodt,News,December 29  2543,FALSE
 The One Major Reason Trump Wont Give Up On His Support For White Supremacists,Rummer com,Kaitlyn Stegall,News,December 29  2544,FALSE
 After Charlottesville GOP Asks Supporters How Trump Is Doing Great Good Or Just Okay,Highlight com,Gretchen Morgenson,News,December 29  2545,FALSE
 Twitter BURNS Trump For Thanking White Supremacist Steve Bannon In Post Attacking Hillary Clinton,Whatsapp,John Carney,News,December 29  2546,FALSE
 KKK Leader Threatens To Burn A Nr Journalist During OffTheRails Interview,Facebook,noreplybloggercom Der Postillon,News,December 29  2547,FALSE
 NAACP Bannon May Be Gone But Trump Is Still A Raging Bigot,Rummer com,Cathy Milne,News,December 29  2548,FALSE
 Resignation Letter To Donald Trump Has Secret Message To Resistance,Highlight com,Anonymous,News,December 29  2549,FALSE
 Even After Charlottesville If You Hit Protesters With A Car Republicans Want To Protect You,Whatsapp,Lee Adler,News,December 29  2550,FALSE
 Bannon Allies Breitbart Return Imminent Gear Up For War On Trumps Democrat White House,Facebook,Aaron E Carroll,News,December 29  2551,FALSE
 Watch Arnold Schwarzenegger Take On Nazis And White Supremacists In Scathing New Video,Rummer com,nan,News,December 29  2552,FALSE
 Even Robert E Lee Didnt Want Confederate Monuments To Keep Open The Sores Of War,Highlight com,Consortiumnewscom,News,December 29  2553,FALSE
 REPORTS Charlottesville Fallout Was The Final Nail In Bannons Coffin,Whatsapp,Daniel Nussbaum,News,December 29  2554,FALSE
 OkCupid Wins The Internet With PERFECT Response To The Charlottesville NeoNazi On Their Site TWEETS,Facebook,Eric Margolis,News,December 29  2555,FALSE
 Chamber Of Commerce Exec Makes Trump Pay For Charlottesville Urges Charities To Boycott MaraLago,Rummer com,Liz Spayd with Evan Gershkovich,News,December 29  2556,FALSE
 Al Gore Has The PERFECT Piece Of Advice For Donald Trump,Highlight com,nan,News,December 29  2557,FALSE
 Former Business Partner Predicts Prison For Trump Once He Tells Authorities What He Knows,Whatsapp,Alysia Abbott,News,December 29  2558,FALSE
 GOP Implodes As Trump Launches Nasty Public Fight Against Top Republican TWEETS,Facebook,Staff,News,December 29  2559,FALSE
 Republicans Not Willing To Defend Trump OnAir According To Foxs Shep Smith,Rummer com,nan,News,December 29  2560,FALSE
 Ivankas Rabbi Breaks Ranks Roundly Condemns Trump On Charlottesville,Highlight com,Doug Diamond,News,December 29  2561,FALSE
 Watch This Nazi Cry Like A Little Btch After Realizing He Might Be Arrested VIDEO,source,Oliver JJ Lane,News,December 29  2562,FALSE
 The Republican Jewish Coalition Loves Trump So Much They FINALLY Condemned Nazis,Whatsapp,Aurelien Breeden,News,December 29  2563,FALSE
 Trump Doubles Down Via The Law Moves To Protect White Supremacists From Law Enforcement,Facebook,Andrew Anglin,News,December 29  2564,FALSE
 Donald Trump Tried To Manipulate Stock Market Against One American Company It Worked For A Few Hours,Rummer com,Karen Zraick and Sandra Stevenson,News,December 29  2565,FALSE
 Top Republican Grows A Backbone After Charlottesville Blames Trump For Dividing America IMAGE,Highlight com,Nelson D Schwartz,News,December 29  2566,FALSE
 Clay Aiken Says He Was A Fg Dumbass For Thinking Trump Wasnt Racist,Whatsapp,stclair,News,December 29  2567,FALSE
 Former US Labor Secretary Has Dire Warning Trump Is Trying To Start A Civil War,Facebook,Jonathan Soble,News,December 29  2568,FALSE
 Even Robert E Lees GreatGreat Grandson Wants Statues Torn Down,Rummer com,Jad Mouawad,News,December 29  2569,FALSE
 Mitch McConnell Takes Aim At Trump For Praising Nazis,Highlight com,Lance Schuttler,News,December 29  2570,FALSE
