ID,TITLE,AUTHOR,DATE ,LABEL
262,Northeast has emerged as countrys growth engine under lead,Gerry McBride,December 29  2279,TRUE
263,IT dept detects black income of Rs 100 crore after raids on ,admin,December 29  2280,TRUE
264,Biological E to invest Rs 1800 crore to augment vaccine capacity injectables RD,Breitbart News,December 29  2281,TRUE
265,686 fresh COVID19 cases in Delhi,RT,December 29  2282,TRUE
266,WHO reports 14000 cases of monkeypox globally five deaths in Africa,Kaitlyn Stegall,December 29  2283,TRUE
267,COVID19 Centre asks states to strictly monitor home isolation cases,Alex Ansary,December 29  2284,TRUE
268,Omicron subvariant BA275 not dangerous as hyped Expert,Activist Post,December 29  2285,TRUE
269,Omicron’s BA2 sublineage still dominant in India Insacog,Neil Munro,December 29  2286,TRUE
270,Covid19 Mansukh Mandaviya launches Covid Vaccination Amrit Mahotsav,para para dinle,December 29  2287,TRUE
271,COVID19 precaution dose Karnataka govt to conduct workplace doortodoor vaccinations,Melena Ryzik,December 29  2288,TRUE
272,Increase uptake of Sputnik V vaccine precautionary doses states told,Allum Bokhari,December 29  2289,TRUE
273,WHO COVID19 cases rise for the 5th week deaths stable,Daily Bell Staff,December 29  2290,TRUE
274,Mumbai sees 383 COVID19 cases one death today active count 3006,Dr Patrick Slattery,December 29  2291,TRUE
275,India reports 16906 new COVID19 cases and 45 deaths in the last 24 hours,Erica Goode,December 29  2292,TRUE
276,COVID19 has reached endemic stage Telangana State Director of Public Health G Srinivasa Rao,Winnie Hu,December 29  2293,TRUE
277,Over 199 crore COVID19 vaccine doses administered so far in India,Adam Nossiter,December 29  2294,TRUE
278,Covid19 pandemic is nowhere near over WHO,Jane Smith and Frances Robles,December 29  2295,TRUE
279,India logs 13615 new COVID19 cases 20 fatalities,Michael J de la Merced and Quentin Hardy,December 29  2296,TRUE
280,BA5 subvariant can reinfect you with Covid within weeks Experts,stevew,December 29  2297,TRUE
281,Delhi records 433 fresh COVID19 cases two deaths,Ashwin Kumar,December 29  2298,TRUE
282,COVID19 Maharashtra sees 2591 new cases no death active count 18369,Pakalert,December 29  2299,TRUE
283,India records 18840 COVID19 cases 43 deaths in a day active caseload rises by 2693,Warner Todd Huston,December 29  2300,TRUE
284,Maharashtra reports 2944 new COVID19 cases 7 deaths active tally at 18851,Poke Staff,December 29  2301,TRUE
285,New Covid Omicron subvariant BA275 detected in countries like India WHO,Starkman,December 29  2302,TRUE
286,China reports new Omicron variant Beijing makes vaccine proof mandatory for public,Nicholas Casey,December 29  2303,TRUE
287,CoWin to be repurposed into platform for universal immunisation blood donation R S Sharma,Charles McDermid,December 29  2304,TRUE
288,Fresh Covid outbreaks put millions under lockdown in China,Sam Albert,December 29  2305,TRUE
289,Active Covid cases in country rise to 115212 new cases up by 737,Ian Hanchett,December 29  2306,TRUE
290,Eastern China cities tighten COVID curbs as new clusters emerge,BareNakedIslam,December 29  2307,TRUE
291,Covid19 Delhi recorded 648 fresh cases 5 more deaths,Lisa D Mickey,December 29  2308,TRUE
292,COVID19 Mumbai reports 761 fresh cases three deaths active count 7671,nan,December 29  2309,TRUE
293,WHO launches appeal to respond to urgent health needs in the greater Horn of Africa,Maggie Haberman Alexander Burns and Ashley Parker,December 29  2310,TRUE
294,Joint statement by UNICEF Executive Director Catherine Russell and WHO DirectorGeneral Dr Tedros Adhanom Ghebreyesus on the occasion of World Breastfeeding Week,nan,December 29  2311,TRUE
295,WHO recommends longacting cabotegravir for HIV prevention,Danny Haiphong,December 29  2312,TRUE
296,WHO applauds agreement to scaleup generic manufacturing for access to longacting injectable antiretrovirals,Alex Ansary,December 29  2313,TRUE
297,WHO calls on global community to “do one thing” to save lives on World Drowning Prevention Day,April Hamlin,December 29  2314,TRUE
298,Second meeting of the International Health Regulations 2005 IHR Emergency Committee regarding the multicountry outbreak of monkeypox,Charlie Spiering,December 29  2315,TRUE
299,WHO releases global COVID19 vaccination strategy update to reach unprotected,Amanda Froelich,December 29  2316,TRUE
300,Pandemic instrument should be legally binding INB meeting concludes,Emily Palmer,December 29  2317,TRUE
301,WHO report shows poorer health outcomes for many vulnerable refugees and migrants,Susanne Craig,December 29  2318,TRUE
302,WHO and USAID hand over essential equipment to strengthen health systems to combat COVID1,Matthew Boyle,December 29  2319,TRUE
303,Fiji Listening leads to more impactful communication and a stronger COVID19 response,Dr Eowyn,December 29  2320,TRUE
304,People of the Western Pacific COVID19 stories,Daniel Greenfield,December 29  2321,TRUE
305,WHO Regional Director commends Cambodia’s COVID19 response and strong commitment ,Gerard Paul Gallon,December 29  2322,TRUE
306,Lao PDR celebrates eight field epidemiology training graduates,Bob Price,December 29  2323,TRUE
307,Malaysia trials digital community to protect mental health during COVID19,DavidSwanson,December 29  2324,TRUE
308,“Our Planet Our Health” How WHO Cambodia is preparing for the impact of climate change on the health sector,Geoffrey Grider,December 29  2325,TRUE
309,Digital health helps build trust and retain services for people living with HIV in Cambodia,Oliver JJ Lane,December 29  2326,TRUE
310,As US budget fight looms Republicans flip their fiscal script,Wil S Hylton,December 29  2327,TRUE
311,US military to accept transgender recruits on Monday Pentagon, I canâ€t say Iâ€m happier than Iâ€ve ever been in my life without saying that my relationship with their mother did not make me happy or my children did not make me happy,December 29  2328,TRUE
312,Senior US Republican senator Let Mr Mueller do his job,Eli Rosenberg and Christopher Mele,December 29  2329,TRUE
313,FBI Russia probe helped by Australian diplomat tipoff NYT,Ron Jacobs,December 29  2330,TRUE
314,Trump wants Postal Service to charge much more for Amazon shipments,Carrie MacDonald,December 29  2331,TRUE
315,White House Congress prepare for talks on spending immigration,David Waldstein,December 29  2332,TRUE
316,Trump says Russia probe will be fair but timeline unclear NYT,Charlie Spiering,December 29  2333,TRUE
317,Factbox Trump on Twitter Dec 29  Approval rating Amazon,nan,December 29  2334,TRUE
318,Trump on Twitter Dec 28  Global Warming,Jennifer Steinhauer,December 29  2335,TRUE
319,Alabama official to certify Senatorelect Jones today despite challenge CNN,Colin Taylor,December 29  2336,TRUE
320,Jones certified US Senate winner despite Moore challenge,Jane Perlez,December 29  2337,TRUE
321,New York governor questions the constitutionality of federal tax overhaul,Jonas E Alexis,December 29  2338,TRUE
322,Factbox Trump on Twitter Dec 28  Vanity Fair Hillary Clinton,Michael D Shear and Peter Baker,December 29  2339,TRUE
323,Trump on Twitter Dec 27  Trump Iraq Syria,Michael Wines,December 29  2340,TRUE
324,Man says he delivered manure to Mnuchin to protest new US tax law,Robert Draper,December 29  2341,TRUE
325,Virginia officials postpone lottery drawing to decide tied statehouse election, he said,December 29  2342,TRUE
326,US lawmakers question businessman at 2016 Trump Tower meeting sources,beforeitsnewscom,December 29  2343,TRUE
327,Trump on Twitter Dec 26  Hillary Clinton Tax Cut Bill,John Hyduk,December 29  2344,TRUE
328,US appeals court rejects challenge to Trump voter fraud panel,Brett T,December 29  2345,TRUE
329,Treasury Secretary Mnuchin was sent giftwrapped box of horse manure reports,Deplorable D Ds Nuts,December 29  2346,TRUE
330,Federal judge partially lifts Trumps latest refugee restrictions,Ron Lieber,December 29  2347,TRUE
331,Exclusive US memo weakens guidelines for protecting immigrant children in court,Jack Williams,December 29  2348,TRUE
332,Trump travel ban should not apply to people with strong US ties court,RT en espaÃ±ol,December 29  2349,TRUE
333,Second court rejects Trump bid to stop transgender military recruits,AR Staff,December 29  2350,TRUE
334,Failed vote to oust president shakes up Perus politics,Breitbart London,December 29  2351,TRUE
335,Trump signs tax government spending bills into law,Anonymous,December 29  2352,TRUE
336,Companies have up to a year for new US tax bill reporting SEC,nan,December 29  2353,TRUE
337,Trump on Twitter Dec 22  Tax cut Missile defense bill,Claire Martin,December 29  2354,TRUE
338,Mexico to review need for tax changes after US reformdocument,noreplybloggercom Der Postillon,December 29  2355,TRUE
339,Senate leader McConnell sees a more collegial 2018,Vicki Batts,December 29  2356,TRUE
340,Alabama to certify Democrat Jones winner of Senate election,Katherine Rodriguez,December 29  2357,TRUE
341,McConnell happier with Trump tweets after tax victory,Yamiche Alcindor,December 29  2358,TRUE
342,House panel asks Trump extop aide Bannon to testify Bloomberg,Daniel Nussbaum,December 29  2359,TRUE
343,Callista Gingrich becomes Trumps envoy to pope as differences mount,nan,December 29  2360,TRUE
344,As Republicans aim to ride economy to election victory a warning from voters in key district,Dr Susan Berry,December 29  2361,TRUE
345,Exclusive State Department tells refugee agencies to downsize US operations,Charles Hugh Smith,December 29  2362,TRUE
346,Congress votes to avert shutdown sends Trump stopgap spending bill,William Grimes,December 29  2363,TRUE
347,Factbox Bigticket items at center of Congress spending bill,Truth Broadcast Network,December 29  2364,TRUE
348,In victory for Trump judge tosses suit on foreign payments,Karen Workman and Sandra Stevenson,December 29  2365,TRUE
349,Senate shelves disaster aid bill until next month,Charlie Spiering,December 29  2366,TRUE
350,Trump on Twitter Dec 21  Tax Cuts Home sales,OXI Luisport,December 29  2367,TRUE
351,House widens ethics probe to include Farenthold campaign work,Breitbart London,December 29  2368,TRUE
352,US court rejects Trump bid to stop transgender military recruits on Jan 1,IWB,December 29  2369,TRUE
353,US House approves 81 billion for disaster aid,Brian X Chen,December 29  2370,TRUE
354,House Democrats rally to protect Special Counsel Mueller,Eric Asimov,December 29  2371,TRUE
355,Second US judge blocks Trump administration birth control rules,nan,December 29  2372,TRUE
356,Senators seek to stop expansion of airport facial scans,Trump and the Power of Money  The Vineyard of the Saker,December 29  2373,TRUE
357,US launches effort to reduce reliance on imports or critical minerals,Rick Rojas Liz Robbins Noah Remnick and William K Rashbaum,December 29  2374,TRUE
358,Shortterm government funding disaster aid bills advance in House,Brian Thomas,December 29  2375,TRUE
359,Spy chiefs pressure Congress to renew expiring surveillance law,Alex Ansary,December 29  2376,TRUE
360,Trump urges Congress to pass shortterm spending bill,Waking Times,December 29  2377,TRUE
361,House gives final approval to tax bill delivering victory to Trump,Katherine Rodriguez,December 29  2378,TRUE
362,US tax plan roils popular bet in bond market,Benjamin Mueller Ashley Southall and Al Baker,December 29  2379,TRUE
363,US lawmakers seek temporary extension to internet spying program,Ryan Banister,December 29  2380,TRUE
364,Trump commutes fraud sentence of kosher meatpacker,Lela Moore and Sona Patel,December 29  2381,TRUE
365,US responds in court fight over illegal Indonesian immigrants,Eric Striker,December 29  2382,TRUE
366,Democrat Franken to leave Senate on January 2,Yessenia Funes,December 29  2383,TRUE
367,US lawmakers seek temporarily extension to internet spying program,b,December 29  2384,TRUE
368,Top Democrat says Trump firing of Mueller could provoke constitutional crisis,Reed Abelson,December 29  2385,TRUE
369,US tax bill may face lawsuits with long odds but political payoffs,nan,December 29  2386,TRUE
370,Vote in Senate on Dreamers hinges on bipartisan pact McConnell,nan,December 29  2387,TRUE
371,White House says tax bill will not hurt Puerto Rico,Ana Marie Cox,December 29  2388,TRUE
372,Democrats plan to use tax bill to attack Republicans at midterms,Ann Patchett,December 29  2389,TRUE
373,After ruling Virginia legislatures majority to be chosen by lot,Jim Dwyer,December 29  2390,TRUE
374,Fight over Alaska Arctic drilling has just begun opponents vow,nan,December 29  2391,TRUE
375,Senator Cornyn trying to get Big Corn behind US biofuels reform,Jerome Hudson,December 29  2392,TRUE
376,In Georgia battle of the Staceys tests Democrats future,Charlie Spiering,December 29  2393,TRUE
377,Democrat wins by one vote in Virginia legislative election recount,Ian Greenhalgh,December 29  2394,TRUE
378,FBI deputy director to sit for closed interview with House panels,John Hayward,December 29  2395,TRUE
379,White House expects Congress to waive spending cuts triggered by tax overhaul,Nadia Prupis,December 29  2396,TRUE
380,Trump on Twitter Dec 20  Tax Bill,nan,December 29  2397,TRUE
381,Whats in the final Republican tax bill,Charles McDermid,December 29  2398,TRUE
382,Trump Market has not fully digested tax cut changes,Sarah Maslin Nir and Nikita Stewart,December 29  2399,TRUE
383,White House aide sees temporary funding fix for childrens health program,Laura M Holson,December 29  2400,TRUE
384,Tax bills passthrough rule will aid wealthy not workers critics,Bill White,December 29  2401,TRUE
385,US tax cuts wont make housing more affordable analysts,Michael Snyder,December 29  2402,TRUE
386,Banks healthcare service firms among winners from US tax bill,Rick Gladstone,December 29  2403,TRUE
387,Trumps Supreme Court appointee Gorsuch plots rightward course,nan,December 29  2404,TRUE
388,Republicans seek to question FBI officials in Clinton probe letter,dylan20,December 29  2405,TRUE
389,Trump aides hope win on taxes will stem slide in poll numbers,Pamela Geller,December 29  2406,TRUE
390,Congress faces tricky path to avoid government shutdown,Kadir A Mohmand,December 29  2407,TRUE
391,Factbox  Bigticket items at center of Congress funding battle,Charlie Nash,December 29  2408,TRUE
392,Senate parliamentarian rules against tax bill provisions Sanders,Gina Kolata,December 29  2409,TRUE
393,Senate panel snubs Trumps pick to run EXIM OKs other nominees,Gordon Duff Senior Editor,December 29  2410,TRUE
394,House will likely need to vote again on tax bill Republican leader,Pakalert,December 29  2411,TRUE
395,Instant View House approves biggest tax overhaul in 30 years Senate next,John J Xenakis,December 29  2412,TRUE
396,Senate begins debate on final Republican tax bill,nan,December 29  2413,TRUE
397,Bill could make Congress members liable for harassment payouts,Ken Klukowski,December 29  2414,TRUE
398,Green groups sue Trump administration over delay of methane rule,beforeitsnewscom,December 29  2415,TRUE
399,House Democratic leaders urging no vote on spending bill CNN reporter,Prof Tony Hall,December 29  2416,TRUE
400,Pence to preside over Senate tax bill vote his office confirms,Warner Todd Huston,December 29  2417,TRUE
401,Senate to vote on final tax bill Tuesday evening McConnell,Emily Feng,December 29  2418,TRUE
402,Republicans appear all but certain to pass tax legislation,Charlie Nash,December 29  2419,TRUE
403,Court orders Trump administration to give immigrant teens abortion access,Peter Baker,December 29  2420,TRUE
404,House plan would increase Trumps disaster aid request,Nate Church,December 29  2421,TRUE
405,House panel chair introduces 81 billion disaster aid bill,Thomas Erdbrink,December 29  2422,TRUE
406,Trump nominates Liberty University professor to Justice Department post,Bob Price,December 29  2423,TRUE
407,Trump on Twitter Dec 18  Congressional Races train accident tax cuts,nan,December 29  2424,TRUE
408,Trump Cabinet officials to visit Puerto Rico to assess recovery,David Montgomery and Christine Hauser,December 29  2425,TRUE
409,Dreamer immigration bill not on US Senate agenda this month,Breitbart Jerusalem,December 29  2426,TRUE
410,Senator Warren hits out at effort to politicize US consumer agency,Gazetaru Rustem Falyakhov,December 29  2427,TRUE
411,Trump strategy document says Russia meddles in domestic affairs worldwide,Niraj Chokshi,December 29  2428,TRUE
412,Republican Senator Collins says she will vote for tax bill,Jerome Hudson,December 29  2429,TRUE
413,Democratic US senator seeks audit of EPA chiefs trip to Morocco,Ian Greenhalgh,December 29  2430,TRUE
414,Republican Senator Lee says he will vote for tax bill,Nate Church,December 29  2431,TRUE
415,Trump US has no choice but to deal with North Korea arms challenge,Pam Key,December 29  2432,TRUE
416,Trump judicial nominee withdraws from consideration,Gia Kourlas,December 29  2433,TRUE
417,Trump calls for US infrastructure plan after train derailment,AWR Hawkins,December 29  2434,TRUE
418,Final Republican tax bill slashes US corporate rate voting next week,Nicholas Casey and Ana Vanessa Herrero,December 29  2435,TRUE
419,Factbox Whats in the final US Republican tax bill,Dionne Searcey,December 29  2436,TRUE
420,Trump defends tax plan as great Christmas gifts to middle class,Dan Barry,December 29  2437,TRUE
421,House to vote on tax bill Tuesday afternoon aides,Henry Wolff,December 29  2438,TRUE
422,White House optimistic Congress will avoid government shutdown,Lucas Nolan,December 29  2439,TRUE
423,US taxpayers rush to claim deductions under threat from tax bill,Nelson D Schwartz,December 29  2440,TRUE
424,Republicans confident tax bill to become law this week,David E Sanger and Matt Flegenheimer,December 29  2441,TRUE
425,Republican Senator John McCain leaves Washington before expected tax vote,nan,December 29  2442,TRUE
426,Trump says not considering firing US special counsel Mueller,Liam Stack,December 29  2443,TRUE
427,Trump allies say Mueller unlawfully obtained thousands of emails,nan,December 29  2444,TRUE
428,Senatorelect Jones not joining calls for Trump resignation,Jafe Arnoldski noreplybloggercom,December 29  2445,TRUE
429,Trump administration bans selected words at health agencies paper,Ashley Parker and Maggie Haberman,December 29  2446,TRUE
430,Congressman will not seek relection amid misconduct probe,Wayne Madsen,December 29  2447,TRUE
431,Trump to say in security speech that China is competitor officials,Nicholas Casey,December 29  2448,TRUE
432,Factbox Trump on Twitter December 15  Quantico,Kirk Semple,December 29  2449,TRUE
433,Republican tax bill retains US electric vehicle tax credit,Steven Erlanger and Stephen Castle,December 29  2450,TRUE
434,Attorney General Sessions has lukewarm praise for FBI after Trump attack,RBTH Nikolai Shevchenko,December 29  2451,TRUE
435,Senate Democrats to force vote on FCC net neutrality repeal,Adam Nossiter,December 29  2452,TRUE
436,US lawmaker probed on sex reports second congressman denies charges,Daily Bell Staff,December 29  2453,TRUE
437,Republicans join push to lift secrecy around misconduct in Congress,Andrew Keh,December 29  2454,TRUE
438,Trump officials brief Hill staff on Saudi reactors enrichment a worry,Anne Barnard,December 29  2455,TRUE
439,US judge to lift house arrest for former Trump campaign manager Manafort,Barry Meier,December 29  2456,TRUE
440,Republican Senator Corker says he will support tax bill,informationclearinghouseinfo,December 29  2457,TRUE
441,Rubio signals support for tax bill after child tax credit tweaks,BBC,December 29  2458,TRUE
442,US tax negotiators raising refundable portion of child tax credit congresswoman,Pam Key,December 29  2459,TRUE
443,Republicans have finalized compromise US tax bill chief House tax writer,Geoffrey Grider,December 29  2460,TRUE
444,Republican Senator Rubio will back tax bill CNBC citing sources,Laurie Goodstein,December 29  2461,TRUE
445,Exclusive Senator Cruz wants to cap renewable fuel credits at 10 cents  document,Tyler Durden,December 29  2462,TRUE
446,Trump administration issues new rules on US visa waivers,Pam Key,December 29  2463,TRUE
447,Trump urges Moore to concede Alabama Senate race,Michael D Shear,December 29  2464,TRUE
448,Net neutrality repeal gives Democrats fresh way to reach millennials,Consortiumnewscom,December 29  2465,TRUE
449,As Republican tax vote nears more senators waver,Penny Starr,December 29  2466,TRUE
450,Factbox Trump on Twitter December 14  Stock market federal regulations,Amy Moreno,December 29  2467,TRUE
451,House committee questions head of Trump campaign data firm sources,Breitbart TV,December 29  2468,TRUE
452,Republican governors meet with Pence over NAFTA concerns,Michelle Moons,December 29  2469,TRUE
453,Factbox Provisions of the US Republicans final tax bill,Anonymous Coward UID 67372355,December 29  2470,TRUE
454,House Speaker Ryan mulls retirement after 2018 elections Politico,Lance Schuttler,December 29  2471,TRUE
455,Republican Representative Farenthold will not seek reelection,April Hamlin,December 29  2472,TRUE
456,Alabama Senate race winner urges Republican rival to move on,Contributing Author,December 29  2473,TRUE
457,Fund managers seek stocks benefiting from Democratic gains in 2018 US elections,Dan Riehl,December 29  2474,TRUE
458,Factbox Republicans to keep an eye on as Senate nears vote on tax bill,Breitbart Jerusalem,December 29  2475,TRUE
459,Republican House Speaker Ryan told Trump retirement report was rumors were not true White House,Kit Gillet,December 29  2476,TRUE
460,White House says will work with Rubio on child tax credit,Ryan Saavedra,December 29  2477,TRUE
461,Republican Senator Lee undecided on tax bill seeks child credit changes aide,noreplybloggercom Alexander Light,December 29  2478,TRUE
462,US tax bill to preserve key renewable energy credits sources say,Michael Patrick Leahy,December 29  2479,TRUE
463,US bill to allow property and income or sales tax deductions key lawmaker,Joel B Pollak,December 29  2480,TRUE
464,Senator McCain will vote on tax bill No 2 Republican,Breitbart London,December 29  2481,TRUE
465,Nominee for US EPA chemical safety withdraws Bloomberg,Neil Munro,December 29  2482,TRUE
466,Senators Burr Tillis oppose Trumps EPA nominee Dourson reports,Charlie Savage and Nicole Perlroth,December 29  2483,TRUE
467,Pence delays Middle East trip in case needed for US tax vote,Daniel Nussbaum,December 29  2484,TRUE
468,Kentucky lawmaker a probable suicide amid sexual misconduct accusations,James Poniewozik,December 29  2485,TRUE
469,Mulvaney says US tax bill votes could be Tuesday Wednesday CNBC,Michael Patrick Leahy,December 29  2486,TRUE
470,Donald Trump Jr wants leak probe as Congress Russia probes press on,Mike McPhate,December 29  2487,TRUE
471,Do not expect postcardsized tax return from Republican plan experts,Sopan Deb,December 29  2488,TRUE
472,Republicans forge tax deal final votes seen next week,Bob Price,December 29  2489,TRUE
473,Alabama win thrills Democrats as Republicans point fingers,Otherwords,December 29  2490,TRUE
474,Trumps eldest son testifies to Senate committee in Russia probe,Julie Bosman,December 29  2491,TRUE
475,What is in the Republicans final tax bill,Thomas Fuller,December 29  2492,TRUE
476,Factbox What is in the US Republicans final tax bill,Ben Shpigel,December 29  2493,TRUE
477,Minnesota lieutenant governor to replace Franken in Senate,Ariana,December 29  2494,TRUE
478,Stopgap bill unveiled to fund US government until Jan 19,Samuel G Freedman,December 29  2495,TRUE
479,Senior justice official dismisses Republican charges of bias in Trump probe,The European Union Times,December 29  2496,TRUE
480,Senator McCain treated for side effects of cancer therapy,The Saker,December 29  2497,TRUE
481,Trump dossier firm Republicans leaked bank records in retaliation,Cara Buckley and Serge F Kovaleski,December 29  2498,TRUE
482,Two Trump judicial nominations rebuffed by Senate,Eddy Lavine,December 29  2499,TRUE
483,US prepares to open doors on billiondollar London embassy,Ben Marquis,December 29  2500,TRUE
484,In elaborate hoax websites say NFL Redskins renamed as Redhawks,Michael Patrick Leahy,December 29  2501,TRUE
485,After Alabama upset Democrats see new prospects in US South,Michael Krieger,December 29  2502,TRUE
486,Schumer delay tax overhaul vote until new Alabama senator seated,The Associated Press,December 29  2503,TRUE
487,Republican Senator Corker says he is still undecided on tax bill,Eli Rosenberg,December 29  2504,TRUE
488,Control of Virginia state House at stake as recounts begin,Ken Belson,December 29  2505,TRUE
489,Trump says he would accept 21 percent corporate tax rate,Dikran Arakelian noreplybloggercom,December 29  2506,TRUE
490,House and Senate reach deal on US tax legislation Hatch,Jason Easley,December 29  2507,TRUE
491,US House to stop using public funds for harassment settlements speaker,Breitbart Tech,December 29  2508,TRUE
492,US House and Senate leaders reach agreement in principle on tax plan AP,Campbell Robertson,December 29  2509,TRUE
493,White House aide Omarosa Manigault Newman resigns,The New York Times,December 29  2510,TRUE
494,Analyst View Democrat Jones wins Alabama US Senate seat in blow to Trump,Thomas D Williams PhD,December 29  2511,TRUE
495,Top US Senate Democrat hopeful Congress will help Dreamers by year end,Florence Fabricant,December 29  2512,TRUE
496,Senator Gillibrand calls Trump Twitter post sexist smear,nan,December 29  2513,TRUE
497,Trump loses his big bet on Alabama US Senate race,Pam Key,December 29  2514,TRUE
498,FBI officials said Clinton has to win race to White House NYT,Richard PÃrezPeÃ±a Frances Robles and Eric Lichtblau,December 29  2515,TRUE
499,Trump congratulates Democrat for Alabama US Senate victory in tweet,Holland Cotter,December 29  2516,TRUE
500,Prayer principle guide women voters in Roy Moores Alabama hometown,BlackProject,December 29  2517,TRUE
501,Democrat wins US Senate seat in Alabama in setback for Trump,admin,December 29  2518,TRUE
502,Factbox Trump on Twitter December 12  Democrats Kirsten Gillibrand Chuck Schumer,Posted At Am On October,December 29  2519,TRUE
503,Crucial details of Republican tax plan in flux as deal deadline looms,Margaret Kimberley,December 29  2520,TRUE
504,Tillerson seeks to ease skepticism about US State Department reorganization,Maggie Haberman,December 29  2521,TRUE
505,Trump to meet House Senate tax cut negotiators Wednesday White House,Mark Landler,December 29  2522,TRUE
506,Republicans propose to delay pause Obamacare taxes,beforeitsnewscom,December 29  2523,TRUE
507,Trump signs into law US government ban on Kaspersky Lab software,Henry Wolff,December 29  2524,TRUE
508,Senator Grassley expresses reservations on two Trump judge nominees,nan,December 29  2525,TRUE
509,US judge orders special counsel to turn over evidence on Michael Flynn,Trent Baker,December 29  2526,TRUE
510,US Congress to let Iran deadline pass leave decision to Trump,Donald G McNeil Jr,December 29  2527,TRUE
511,Senators say effort to protect Dreamers making progress,Neil Munro,December 29  2528,TRUE
512,Trumps attack on Senator Gillibrand nasty Senator Schumer,Liam Deacon,December 29  2529,TRUE
513,House Speaker Ryan says he believes upbeat Treasury tax study,Julius Hubris,December 29  2530,TRUE
514,Senate leader says hes confident of deal to keep government open after Dec 22,admin,December 29  2531,TRUE
515,White House to host fresh biofuels talks to help refiners sources,Andrew Bradford,December 29  2532,TRUE
516,Trump will announce new US security strategy on Monday adviser,Mujib Mashal and Taimoor Shah,December 29  2533,TRUE
517,Trump signs defense policy bill urges US Congress to fund it,Jennifer Steinhauer,December 29  2534,TRUE
518,Trumps push to cut federal jobs has modest impact mostly in defense,nan,December 29  2535,TRUE
519,Cuba tells US suspension of visas is hurting families,Jack Healy,December 29  2536,TRUE
520,Republican Moore embraces Trump message on eve of Alabama election,Stephen Castle,December 29  2537,TRUE
521,Women accusing Trump of sexual misconduct seek congressional probe,Katie Rogers,December 29  2538,TRUE
522,US House Democratic women seek probe of Trump misconduct accusations,Breitbart News,December 29  2539,TRUE
523,Judge tells exTrump adviser Manafort to stop communicating with media,Aaron Klein,December 29  2540,TRUE
524,US military must accept transgender recruits by Jan 1 judge rules,Mekado Murphy,December 29  2541,TRUE
525,Nuclear plan backer denies Inauguration Day text with top Trump aide,TomÃ¡s Fuentes,December 29  2542,TRUE
526,US Treasury tax study slammed as fake math by Democrats,nan,December 29  2543,TRUE
527,US Treasury adds cash management measures due to debt limit,Sandra Aamodt,December 29  2544,TRUE
528,Factbox Women who have accused Trump of inappropriate conduct,Kaitlyn Stegall,December 29  2545,TRUE
529,Nearly half of Americans still oppose Republican tax bill ReutersIpsos poll,Gretchen Morgenson,December 29  2546,TRUE
530,Justice Department reviewing options after ruling on transgender recruits White House,John Carney,December 29  2547,TRUE
531,Haley Women accusers should be heard even if Trump is target,noreplybloggercom Der Postillon,December 29  2548,TRUE
532,Exclusive Contenders emerge for No2 Fed job search to narrow,Cathy Milne,December 29  2549,TRUE
533,Trump to give speech on US tax overhaul on Wednesday White House,Anonymous,December 29  2550,TRUE
534,Powell faces early test of policy view as tax cuts near approval,Lee Adler,December 29  2551,TRUE
535,Roy Moore campaign casts Alabama race as referendum on Trump,Aaron E Carroll,December 29  2552,TRUE
536,Democrats eye gains in Pennsylvania trial on goofy gerrymandering,nan,December 29  2553,TRUE
537,Trump urges Alabama voters to back Roy Moore,Consortiumnewscom,December 29  2554,TRUE
538,Senator Collins says undecided on final tax bill vote,Daniel Nussbaum,December 29  2555,TRUE
539,Trump attends civil rights museum opening black leaders stay away,Eric Margolis,December 29  2556,TRUE
540,Ukrainian author of Manafort oped says sought input to avoid errors,Liz Spayd with Evan Gershkovich,December 29  2557,TRUE
541,Special Counsel Mueller filing shows Manafort drafted Ukraine oped despite gag order,nan,December 29  2558,TRUE
542,Trump lifts refugee ban but admissions still plummet data shows,Alysia Abbott,December 29  2559,TRUE
543,Trump on Twitter Dec 8  Hanukkah Roy Moore Wells Fargo,Staff,December 29  2560,TRUE
544,US lawyer defending travel ban grilled in court over Trumps tweets,nan,December 29  2561,TRUE
545,US House committee may reconsider WHO cancer agency funds,Doug Diamond,December 29  2562,TRUE
546,Trump senior aide Dina Powell to resign early next year White House,Oliver JJ Lane,December 29  2563,TRUE
547,Special Counsel Mueller produces evidence that Manafort drafted oped,Aurelien Breeden,December 29  2564,TRUE
548,US top court takes up Republican challenge to Maryland electoral district,Andrew Anglin,December 29  2565,TRUE
549,White House pressures Big Corn to meet on US biofuels policy,Karen Zraick and Sandra Stevenson,December 29  2566,TRUE
550,Former Trump adviser interviewed in Congress in Russia probe,Nelson D Schwartz,December 29  2567,TRUE
551,Farenthold should resign if misconduct accusations true senior House Republican,stclair,December 29  2568,TRUE
552,Congressman Franks says resigning immediately,Jonathan Soble,December 29  2569,TRUE
553,US tax revamp still incomplete as Republicans eye social program cuts,Jad Mouawad,December 29  2570,TRUE
554,Special election to replace Conyers to be held Nov 2018 governor,Lance Schuttler,December 29  2571,TRUE
555,Trump signs temporary spending bill as budget talks intensify,John Binder,December 29  2572,TRUE
556,US tax repatriation plan may not cure longterm dollar weakness,Michael Snyder,December 29  2573,TRUE
557,Aide tries to refocus tax debate after Trumps corporate rate remark,admin,December 29  2574,TRUE
558,Franken and Franks resign as misconduct charges batter Congress,Chris Tomlinson,December 29  2575,TRUE
